work_year,experience_level,salary_in_usd,remote_ratio,company_size,job_title,employment_type,company_location,employee_residence,Cluster_Group
2023,SE,248100,0,M,Research Scientist,FT,CA,CA,0
2023,SE,145900,0,M,Research Scientist,FT,CA,CA,1
2023,SE,155850,0,M,Research Engineer,FT,US,US,0
2023,SE,102544,0,M,Research Engineer,FT,US,US,0
2023,MI,151410,100,M,Data Scientist,FT,US,US,0
2023,MI,115360,100,M,Data Scientist,FT,US,US,0
2023,MI,66531,100,M,Data Engineer,FT,ES,ES,1
2023,MI,59020,100,M,Data Engineer,FT,ES,ES,1
2023,SE,125686,50,M,Machine Learning Infrastructure Engineer,FT,CA,CA,1
2023,SE,100000,50,L,Staff Data Scientist,FT,NL,NL,1
2023,EN,12767,50,L,Data Scientist,FT,IN,IN,1
2023,SE,185000,0,M,Data Scientist,FT,GB,GB,0
2023,SE,120250,0,M,Data Scientist,FT,GB,GB,1
2023,EN,26827,100,L,Data Engineer,FT,DE,DE,1
2022,EN,180000,100,M,Data Scientist,FT,US,US,0
2023,MI,85000,0,M,Research Scientist,FT,US,US,0
2023,MI,70000,0,M,Research Scientist,FT,US,US,0
2023,SE,135000,100,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,100000,100,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,EX,155000,0,M,Data Analytics Manager,FT,US,US,0
2023,EX,140000,0,M,Data Analytics Manager,FT,US,US,0
2023,SE,225000,100,M,Data Scientist,FT,US,US,0
2023,SE,220000,0,M,ML Engineer,FT,US,US,0
2023,SE,150000,0,M,ML Engineer,FT,US,US,0
2023,SE,204500,0,M,Data Analytics Manager,FT,US,US,0
2023,SE,138900,0,M,Data Analytics Manager,FT,US,US,0
2023,SE,107000,100,M,Data Engineer,FT,US,US,0
2022,MI,23000,100,L,Research Scientist,FT,IN,IN,1
2023,MI,110000,100,L,Machine Learning Engineer,FT,US,US,0
2023,SE,265000,100,M,Data Engineer,FT,US,US,0
2023,SE,182750,100,M,Data Engineer,FT,US,US,0
2023,SE,137500,0,M,Data Engineer,FT,US,US,0
2023,EX,314100,0,M,Lead Data Scientist,FT,US,US,0
2023,EX,195800,0,M,Lead Data Scientist,FT,US,US,0
2023,SE,205000,0,M,Applied Scientist,FT,US,US,0
2023,SE,180000,0,M,Applied Scientist,FT,US,US,0
2023,SE,165000,100,M,Data Scientist,FT,US,US,0
2023,SE,144000,100,M,Data Scientist,FT,US,US,0
2023,EN,160000,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,EN,100000,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,EX,200000,0,M,Data Engineer,FT,US,US,0
2023,MI,150000,0,M,Data Analyst,FT,US,US,0
2023,SE,199000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,112000,0,M,Data Science Consultant,FT,US,US,0
2023,EN,130000,100,S,Machine Learning Infrastructure Engineer,FT,SE,SE,1
2023,EN,160000,0,M,Data Engineer,FT,US,US,0
2023,EN,135000,0,M,Data Engineer,FT,US,US,0
2023,SE,183000,0,M,Data Scientist,FT,US,US,0
2023,SE,134000,0,M,Data Scientist,FT,US,US,0
2023,SE,350000,0,L,Applied Scientist,FT,US,US,0
2023,SE,262500,0,L,Applied Scientist,FT,US,US,0
2023,SE,122000,0,M,Data Analyst,FT,US,US,0
2023,SE,94000,0,M,Data Analyst,FT,US,US,0
2023,SE,276000,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,184000,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,180000,100,M,Machine Learning Engineer,FT,US,US,0
2023,MI,150000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,209450,100,M,Data Scientist,FT,US,US,0
2023,SE,158677,100,M,Data Scientist,FT,US,US,0
2023,MI,103200,0,M,Data Analyst,FT,US,US,0
2023,MI,61200,0,M,Data Analyst,FT,US,US,0
2022,MI,155000,100,L,Data Scientist,FT,US,US,0
2021,EN,66970,50,L,Staff Data Scientist,FT,SG,SG,1
2023,SE,63312,50,L,Data Scientist,FT,EE,CY,1
2023,SE,240000,100,M,Data Scientist,FT,US,US,0
2023,SE,139000,100,M,Data Scientist,FT,US,US,0
2023,SE,174500,0,M,Data Architect,FT,US,US,0
2023,SE,113000,0,M,Data Architect,FT,US,US,0
2023,SE,87000,100,M,Data Analyst,FT,US,US,0
2023,SE,160000,100,M,Data Analyst,FT,US,US,0
2023,SE,108000,100,M,Data Analyst,FT,US,US,0
2023,SE,107250,100,M,Data Engineer,FT,US,US,0
2023,SE,300000,0,M,Data Engineer,FT,US,US,0
2023,SE,119000,0,M,Data Engineer,FT,US,US,0
2023,SE,285800,100,M,Data Scientist,FT,US,US,0
2023,SE,154600,100,M,Data Scientist,FT,US,US,0
2023,MI,60795,50,L,Lead Data Scientist,FT,IN,IN,1
2023,EN,30000,100,S,Data Analyst,FT,US,AR,1
2023,MI,220000,0,M,Data Science Manager,FT,US,US,0
2023,MI,195000,0,M,Data Science Manager,FT,US,US,0
2023,SE,168400,0,M,Data Science Consultant,FT,US,US,0
2023,SE,200000,100,M,Analytics Engineer,FT,US,US,0
2023,SE,175000,100,M,Analytics Engineer,FT,US,US,0
2023,SE,231250,100,M,Analytics Engineer,FT,US,US,0
2023,SE,138750,100,M,Analytics Engineer,FT,US,US,0
2023,SE,153000,100,M,Data Engineer,FT,CA,CA,1
2023,SE,94000,100,M,Data Engineer,FT,CA,CA,1
2023,SE,90000,100,M,Data Engineer,FT,US,US,0
2023,EN,124234,0,M,Data Scientist,FT,US,US,0
2023,EN,74540,0,M,Data Scientist,FT,US,US,0
2023,MI,109000,0,M,Data Analyst,FT,US,US,0
2023,MI,79000,0,M,Data Analyst,FT,US,US,0
2022,SE,84053,50,L,Machine Learning Engineer,FT,FR,FR,1
2023,MI,50000,0,S,Machine Learning Engineer,FT,AM,AM,1
2023,SE,125600,100,M,Data Analyst,FT,US,US,0
2023,SE,141290,0,M,Data Analyst,FT,US,US,0
2023,SE,74178,0,M,Data Analyst,FT,US,US,0
2023,SE,85000,100,M,Data Engineer,FT,US,US,0
2023,SE,220000,0,M,Data Engineer,FT,US,US,0
2023,SE,205600,100,M,Data Engineer,FT,US,US,0
2023,SE,107500,100,M,Data Engineer,FT,US,US,0
2023,EN,12888,50,S,Data Scientist,FT,IN,IN,1
2023,MI,52500,0,M,Data Analyst,FT,US,US,0
2023,SE,84000,100,M,Data Scientist,FT,US,US,0
2023,SE,125000,0,M,Lead Data Scientist,FT,US,US,0
2023,SE,110000,0,M,Lead Data Scientist,FT,US,US,0
2023,SE,200000,0,M,ML Engineer,FT,US,US,0
2023,SE,135000,0,M,ML Engineer,FT,US,US,0
2022,EN,48000,50,L,Business Data Analyst,FT,US,US,1
2023,EN,120000,50,S,Machine Learning Infrastructure Engineer,FT,BA,BA,1
2023,SE,170000,100,M,Data Engineer,FT,US,US,0
2023,MI,150000,0,M,Data Engineer,FT,US,US,0
2023,SE,200000,100,S,Data Analytics Manager,FT,US,US,0
2023,MI,80000,100,S,Machine Learning Software Engineer,FT,KE,KE,1
2023,EN,12877,50,L,Business Data Analyst,FT,GR,GR,1
2022,EN,6304,0,S,Machine Learning Infrastructure Engineer,FT,MK,MK,1
2023,MI,17509,50,M,Software Data Engineer,FT,SG,IN,1
2023,SE,257000,0,M,Data Scientist,FT,US,US,0
2023,SE,77262,0,M,Data Scientist,FT,LV,LV,1
2023,SE,38631,0,M,Data Scientist,FT,LV,LV,1
2023,SE,140000,100,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,110000,100,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,151800,0,M,Research Scientist,FT,US,US,0
2023,MI,53654,50,L,Data Scientist,FT,RO,RO,1
2023,SE,51508,0,M,Data Analyst,FT,ES,ES,1
2023,SE,40777,0,M,Data Analyst,FT,ES,ES,1
2023,MI,95000,100,M,Data Engineer,FT,US,US,0
2023,SE,130000,100,M,Data Scientist,FT,US,US,0
2023,MI,120000,100,M,Data Analyst,FT,US,US,0
2023,MI,100000,100,M,Data Analyst,FT,US,US,0
2023,MI,183310,0,M,Data Scientist,FT,US,US,0
2023,SE,102500,100,M,Data Analyst,FT,US,US,0
2023,SE,185000,0,M,Data Scientist,FT,US,US,0
2023,SE,122000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,94000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,220000,0,M,Data Scientist,FT,US,US,0
2023,SE,146000,0,M,Data Scientist,FT,US,US,0
2023,MI,24740,50,L,Data Scientist,FT,TH,TH,1
2022,MI,15897,100,M,Data Analytics Manager,FT,IN,IN,1
2023,SE,145000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,128000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,182000,0,M,Data Scientist,FT,US,US,0
2023,SE,122000,0,M,Data Engineer,FT,US,US,0
2023,SE,94000,0,M,Data Engineer,FT,US,US,0
2023,SE,77262,0,M,Machine Learning Engineer,FT,LV,LV,1
2023,SE,38631,0,M,Machine Learning Engineer,FT,LV,LV,1
2023,EX,300000,0,M,Data Scientist,FT,US,US,0
2023,MI,135000,0,M,Data Analyst,FT,US,US,0
2023,MI,105500,0,M,Data Analyst,FT,US,US,0
2022,MI,110000,100,L,Data Scientist,FT,US,US,0
2023,SE,168000,100,M,Data Scientist,FT,US,US,0
2023,MI,78990,0,M,Data Analyst,FT,GB,GB,1
2023,MI,43809,0,M,Data Analyst,FT,GB,GB,1
2023,SE,153400,0,M,Data Scientist,FT,US,US,0
2023,SE,122700,0,M,Data Scientist,FT,US,US,0
2023,SE,205000,100,M,Data Scientist,FT,US,US,0
2023,MI,145000,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,87000,0,M,Machine Learning Engineer,FT,US,US,0
2023,EN,50000,100,M,Data Scientist,FT,US,IN,1
2023,SE,234100,100,M,ML Engineer,FT,US,US,0
2023,SE,203500,100,M,ML Engineer,FT,US,US,0
2023,SE,223800,0,M,Data Scientist,FT,US,US,0
2023,SE,172100,0,M,Data Scientist,FT,US,US,0
2023,SE,232200,100,M,Data Engineer,FT,US,US,0
2023,SE,167200,100,M,Data Engineer,FT,US,US,0
2023,SE,197000,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,106000,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,180000,0,M,Research Scientist,FT,US,US,0
2023,SE,145000,0,M,Research Scientist,FT,US,US,0
2023,SE,225000,0,M,Software Data Engineer,FT,US,US,0
2023,SE,200000,0,M,Software Data Engineer,FT,US,US,0
2023,SE,114000,100,M,Data Engineer,FT,US,US,0
2023,SE,291500,0,M,Data Engineer,FT,US,US,0
2023,EX,196200,0,M,Data Engineer,FT,US,US,0
2023,EX,150900,0,M,Data Engineer,FT,US,US,0
2023,SE,168400,0,M,Data Scientist,FT,US,US,0
2023,SE,105200,0,M,Data Scientist,FT,US,US,0
2023,MI,95000,100,M,Data Engineer,FT,ES,ES,1
2023,MI,80000,100,M,Data Engineer,FT,ES,ES,1
2023,MI,116000,0,M,Data Analyst,FT,US,US,0
2023,MI,72000,0,M,Data Analyst,FT,US,US,0
2023,SE,207000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,167000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,145000,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,135000,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,105000,0,M,Data Engineer,FT,US,US,0
2023,MI,70000,0,M,Data Engineer,FT,US,US,0
2023,SE,133800,100,M,Data Engineer,FT,US,US,0
2023,SE,96100,100,M,Data Engineer,FT,US,US,0
2023,MI,120000,0,M,Data Analyst,FT,US,US,0
2023,SE,140000,0,M,Product Data Analyst,FT,US,US,0
2023,SE,100000,0,M,Product Data Analyst,FT,US,US,0
2023,SE,120000,0,M,Research Scientist,FT,US,US,0
2023,SE,140000,100,M,Product Data Analyst,FT,US,US,0
2023,SE,115000,100,M,Product Data Analyst,FT,US,US,0
2023,SE,297300,100,M,Data Science Manager,FT,US,US,0
2023,SE,198200,100,M,Data Science Manager,FT,US,US,0
2023,MI,219000,50,L,Machine Learning Engineer,FT,US,US,0
2023,SE,230000,100,M,Applied Scientist,FT,US,US,0
2023,SE,196000,100,M,Applied Scientist,FT,US,US,0
2023,SE,110000,0,M,Data Engineer,FT,US,US,0
2023,SE,126100,0,L,Applied Scientist,FT,US,US,0
2023,SE,72000,0,L,Applied Scientist,FT,US,US,0
2023,MI,175000,100,M,Machine Learning Engineer,FT,US,US,0
2023,MI,140000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,240500,0,M,Data Analyst,FT,US,US,0
2023,SE,137500,0,M,Data Analyst,FT,US,US,0
2023,MI,187500,0,M,Data Scientist,FT,US,US,0
2023,MI,165000,0,M,Data Scientist,FT,US,US,0
2023,MI,72914,0,L,Machine Learning Research Engineer,FT,GB,GB,1
2022,EN,25216,100,L,Data Analyst,PT,US,ES,2
2023,SE,165750,0,M,Research Scientist,FT,US,US,0
2023,SE,225000,100,M,Machine Learning Scientist,FT,US,US,0
2023,SE,165750,100,M,Machine Learning Scientist,FT,US,US,0
2023,MI,109006,0,M,Machine Learning Engineer,FT,GB,GB,1
2023,MI,67141,0,M,Machine Learning Engineer,FT,GB,GB,1
2023,SE,115000,100,M,Data Scientist,FT,US,US,0
2023,SE,275000,0,M,NLP Engineer,FT,US,US,0
2023,SE,175000,0,M,NLP Engineer,FT,US,US,0
2023,SE,175308,0,M,Data Engineer,FT,US,US,0
2023,SE,100706,0,M,Data Engineer,FT,US,US,0
2023,SE,235000,0,M,NLP Engineer,FT,US,US,0
2023,SE,135000,0,M,NLP Engineer,FT,US,US,0
2023,SE,310000,0,M,Data Engineer,FT,US,US,0
2023,SE,229000,0,M,Data Engineer,FT,US,US,0
2023,SE,289076,0,M,ML Engineer,FT,US,US,0
2023,SE,202353,0,M,ML Engineer,FT,US,US,0
2023,SE,69751,0,M,Data Engineer,FT,PT,PT,1
2023,SE,37558,0,M,Data Engineer,FT,PT,PT,1
2023,MI,120000,100,M,Research Engineer,FT,US,US,0
2023,MI,100000,100,M,Research Engineer,FT,US,US,0
2021,SE,54094,100,L,Data Scientist,FT,IN,IN,1
2022,MI,18314,50,L,Business Data Analyst,FT,IN,IN,1
2023,SE,231250,100,M,Data Engineer,FT,US,US,0
2023,SE,138750,100,M,Data Engineer,FT,US,US,0
2023,SE,199000,0,M,Data Engineer,FT,US,US,0
2023,SE,162000,0,M,Data Engineer,FT,US,US,0
2022,EN,100000,100,M,Data Scientist,FT,US,US,0
2023,EN,150000,0,M,Lead Data Engineer,FT,US,US,0
2023,EN,120000,0,M,Lead Data Engineer,FT,US,US,0
2023,SE,150000,0,M,Research Engineer,FT,US,US,0
2023,SE,100000,0,M,Research Engineer,FT,US,US,0
2022,SE,133000,0,L,Data Analytics Manager,FT,NL,NL,1
2023,SE,272550,0,M,Data Scientist,FT,US,US,0
2023,SE,198200,0,M,Data Scientist,FT,US,US,0
2023,MI,105000,0,M,Data Scientist,FT,US,US,0
2023,SE,187500,100,M,Data Engineer,FT,US,US,0
2023,SE,155000,100,M,Data Analyst,FT,US,US,0
2023,SE,64000,100,M,Data Analyst,FT,US,US,0
2023,SE,235000,0,M,Data Analytics Manager,FT,US,US,0
2023,SE,185000,0,M,Data Analytics Manager,FT,US,US,0
2023,SE,143100,0,M,Data Scientist,FT,CA,CA,1
2023,SE,113000,0,M,Data Scientist,FT,CA,CA,1
2023,SE,142000,100,M,Applied Scientist,FT,US,US,0
2023,SE,180560,0,M,Data Scientist,FT,US,US,0
2023,SE,115440,0,M,Data Scientist,FT,US,US,0
2023,SE,248100,0,M,Research Scientist,FT,US,US,0
2023,SE,145900,0,M,Research Scientist,FT,US,US,0
2023,SE,120000,0,M,Data Scientist,FT,CA,CA,1
2023,SE,110000,0,M,Data Scientist,FT,CA,CA,1
2023,MI,75344,100,M,Machine Learning Engineer,FT,GB,GB,1
2023,MI,63192,100,M,Machine Learning Engineer,FT,GB,GB,1
2023,SE,161800,0,M,Data Engineer,FT,US,US,0
2023,SE,141600,0,M,Data Engineer,FT,US,US,0
2023,MI,58331,100,M,Machine Learning Engineer,FT,GB,GB,1
2023,MI,46178,100,M,Machine Learning Engineer,FT,GB,GB,1
2023,SE,128000,100,M,Data Engineer,FT,US,US,0
2023,SE,110000,100,M,Data Architect,FT,US,US,0
2023,SE,236000,100,M,Data Engineer,FT,US,US,0
2023,SE,182000,100,M,Data Engineer,FT,US,US,0
2022,MI,14307,100,L,Data Analyst,FT,IN,IN,1
2022,EN,130000,0,M,Data Scientist,FT,US,US,0
2023,SE,261500,0,L,Machine Learning Engineer,FT,US,US,0
2023,SE,134500,0,L,Machine Learning Engineer,FT,US,US,0
2022,MI,13989,100,L,Data Scientist,FT,IN,IN,1
2023,MI,130000,0,M,Data Scientist,FT,US,US,0
2023,MI,90000,0,M,Data Scientist,FT,US,US,0
2022,SE,125000,100,L,Staff Data Scientist,FT,US,US,0
2022,SE,175000,0,M,Data Engineer,FT,US,US,0
2022,SE,155000,0,M,Data Engineer,FT,US,US,0
2022,SE,153600,0,M,Data Engineer,FT,US,US,0
2022,SE,106800,0,M,Data Engineer,FT,US,US,0
2022,SE,150000,0,M,Data Scientist,FT,US,US,0
2022,SE,140000,0,M,Data Scientist,FT,US,US,0
2022,SE,122000,0,M,Data Science Consultant,FT,US,US,0
2022,SE,94500,0,M,Data Science Consultant,FT,US,US,0
2022,SE,170000,0,M,Data Engineer,FT,US,US,0
2022,SE,130000,0,M,Data Engineer,FT,US,US,0
2022,SE,145000,0,M,Data Science Consultant,FT,US,US,0
2022,SE,128000,0,M,Data Science Consultant,FT,US,US,0
2022,SE,145000,0,M,Data Engineer,FT,US,US,0
2022,SE,100000,0,M,Data Engineer,FT,US,US,0
2022,SE,120000,0,M,Data Engineer,FT,US,US,0
2022,SE,115000,0,M,Data Engineer,FT,US,US,0
2022,SE,150000,100,M,Data Specialist,FT,US,US,0
2022,MI,150000,0,M,Data Analyst,FT,US,US,0
2022,MI,100000,0,M,Data Analyst,FT,US,US,0
2022,MI,150000,100,M,Data Scientist,FT,US,US,0
2022,MI,127500,100,M,Data Scientist,FT,US,US,0
2022,SE,126500,100,M,Data Scientist,FT,US,US,0
2022,SE,51000,100,M,Data Scientist,FT,US,US,0
2022,MI,260000,0,M,Data Engineer,FT,US,US,0
2022,MI,175000,0,M,Data Engineer,FT,US,US,0
2022,EN,40000,100,M,Machine Learning Software Engineer,FT,PK,AU,1
2022,EN,40000,100,M,Software Data Engineer,FT,AU,PK,1
2022,SE,250000,100,M,Data Engineer,FT,US,US,0
2022,SE,63000,100,M,Data Engineer,FT,US,US,0
2022,SE,210000,100,M,Machine Learning Engineer,FT,US,US,0
2022,SE,160000,100,M,Machine Learning Engineer,FT,US,US,0
2022,SE,272550,100,M,Data Scientist,FT,US,US,0
2022,SE,198200,100,M,Data Scientist,FT,US,US,0
2022,MI,94560,100,M,Data Scientist,FT,FR,FR,1
2022,MI,52533,100,M,Data Scientist,FT,FR,FR,1
2022,SE,220000,0,M,Data Scientist,FT,US,US,0
2022,SE,146000,0,M,Data Scientist,FT,US,US,0
2022,SE,248400,100,M,Machine Learning Software Engineer,FT,CA,CA,1
2022,SE,183600,100,M,Machine Learning Software Engineer,FT,CA,CA,1
2022,MI,150000,100,M,Data Engineer,FT,US,US,0
2022,EN,40000,100,M,NLP Engineer,FT,AU,PK,1
2022,SE,56723,0,L,Lead Data Scientist,FT,IN,IN,1
2022,MI,120000,0,M,Data Engineer,FT,US,US,0
2022,MI,95000,0,M,Data Engineer,FT,US,US,0
2022,EN,160000,0,M,Data Engineer,FT,US,US,0
2022,EN,135000,0,M,Data Engineer,FT,US,US,0
2022,EN,24165,50,M,Data Science Consultant,FT,IT,IT,1
2022,SE,216000,100,M,Data Engineer,FT,US,US,0
2022,SE,144000,100,M,Data Engineer,FT,US,US,0
2022,EN,85000,0,M,Data Engineer,FT,US,US,0
2022,EN,65000,0,M,Data Engineer,FT,US,US,0
2022,SE,149000,100,M,Data Analyst,FT,US,US,0
2022,SE,119000,100,M,Data Analyst,FT,US,US,0
2022,SE,120000,0,M,Data Scientist,FT,US,US,0
2022,MI,150000,0,M,Data Scientist,FT,US,US,0
2022,MI,110000,0,M,Data Scientist,FT,US,US,0
2022,SE,246000,100,M,Machine Learning Engineer,FT,US,US,0
2022,SE,201000,100,M,Machine Learning Engineer,FT,US,US,0
2022,SE,190000,0,M,Data Scientist,FT,US,US,0
2022,SE,155000,0,M,Data Scientist,FT,US,US,0
2022,SE,235000,100,M,ML Engineer,FT,US,US,0
2022,SE,185000,100,M,ML Engineer,FT,US,US,0
2022,SE,190000,100,M,Product Data Analyst,FT,US,US,0
2022,SE,160000,100,M,Product Data Analyst,FT,US,US,0
2022,EN,100000,100,M,Product Data Analyst,FT,US,US,0
2022,MI,130000,0,M,Data Engineer,FT,US,US,0
2022,MI,115000,0,M,Data Engineer,FT,US,US,0
2022,MI,92350,0,M,Data Scientist,FT,GB,GB,1
2022,MI,67723,0,M,Data Scientist,FT,GB,GB,1
2022,MI,105000,0,M,Data Engineer,FT,US,US,0
2022,MI,70000,0,M,Data Engineer,FT,US,US,0
2022,SE,204500,0,M,Machine Learning Engineer,FT,US,US,0
2022,SE,142200,0,M,Machine Learning Engineer,FT,US,US,0
2022,SE,192000,100,M,Machine Learning Engineer,FT,US,US,0
2022,SE,164000,100,M,Machine Learning Engineer,FT,US,US,0
2022,SE,185900,0,M,Data Engineer,FT,US,US,0
2022,SE,129300,0,M,Data Engineer,FT,US,US,0
2022,SE,75000,0,M,Data Engineer,FT,US,US,0
2022,SE,175000,0,M,Data Science Manager,FT,US,US,0
2022,SE,120000,0,M,Data Science Manager,FT,US,US,0
2022,SE,167500,0,M,Data Engineer,FT,US,US,0
2022,SE,106500,0,M,Data Engineer,FT,US,US,0
2022,MI,75000,100,M,Data Analyst,FT,US,US,0
2022,MI,60000,100,M,Data Analyst,FT,US,US,0
2022,SE,184000,100,M,Applied Scientist,FT,US,US,0
2022,SE,142000,100,M,Applied Scientist,FT,US,US,0
2022,MI,145000,0,M,Data Scientist,FT,US,US,0
2022,MI,100000,0,M,Data Scientist,FT,US,US,0
2022,EN,10000,50,S,Machine Learning Software Engineer,FT,MA,MA,1
2022,MI,31795,100,M,Data Scientist,FT,US,IN,1
2022,MI,44365,100,S,NLP Engineer,FT,PL,PL,1
2022,EX,200000,0,M,Data Engineer,FT,US,US,0
2022,EX,145000,0,M,Data Engineer,FT,US,US,0
2022,MI,92350,100,M,Data Engineer,FT,GB,GB,1
2022,MI,73880,100,M,Data Engineer,FT,GB,GB,1
2022,SE,192000,100,M,Applied Scientist,FT,US,US,0
2022,SE,164000,100,M,Applied Scientist,FT,US,US,0
2022,EX,310000,100,M,Data Engineer,FT,US,US,0
2022,EX,239000,100,M,Data Engineer,FT,US,US,0
2022,SE,120000,0,M,Data Analyst,FT,US,US,0
2022,SE,95000,0,M,Data Analyst,FT,US,US,0
2022,SE,145000,0,M,Machine Learning Engineer,FT,US,US,0
2022,SE,135000,0,M,Machine Learning Engineer,FT,US,US,0
2022,SE,78000,0,M,Data Engineer,FT,US,US,0
2022,SE,73546,0,M,Data Engineer,FT,ES,ES,1
2022,SE,36773,0,M,Data Engineer,FT,ES,ES,1
2022,MI,160000,100,M,Data Engineer,FT,US,US,0
2022,MI,120000,100,M,Data Engineer,FT,US,US,0
2022,MI,35610,50,L,Data Engineer,FT,IN,IN,1
2022,SE,125000,100,L,AI Scientist,FT,CO,CO,1
2022,SE,95000,0,M,Data Engineer,FT,US,US,0
2022,SE,47280,0,M,Data Scientist,FT,ES,ES,1
2022,SE,37824,0,M,Data Scientist,FT,ES,ES,1
2022,SE,115934,100,M,Data Analyst,FT,US,US,0
2022,SE,81666,100,M,Data Analyst,FT,US,US,0
2022,SE,175000,100,M,Data Scientist,FT,US,US,0
2022,SE,140000,100,M,Data Scientist,FT,US,US,0
2022,SE,249500,0,M,Research Engineer,FT,US,US,0
2022,SE,149850,0,M,Research Engineer,FT,US,US,0
2022,MI,122500,100,M,Analytics Engineer,FT,US,US,0
2022,MI,100000,100,M,Analytics Engineer,FT,US,US,0
2022,SE,249500,0,M,Data Scientist,FT,US,US,0
2022,SE,149850,0,M,Data Scientist,FT,US,US,0
2022,EN,55000,0,M,Data Analyst,FT,US,US,0
2022,EN,48000,0,M,Data Analyst,FT,US,US,0
2022,SE,249500,0,M,Research Scientist,FT,US,US,0
2022,SE,149850,0,M,Research Scientist,FT,US,US,0
2022,MI,58837,100,S,Data Analytics Manager,FT,FR,FR,1
2022,SE,190000,100,M,Data Engineer,FT,US,US,0
2022,SE,120000,100,M,Data Engineer,FT,US,US,0
2022,SE,127000,100,M,Data Analyst,FT,US,US,0
2022,SE,104000,100,M,Data Analyst,FT,US,US,0
2022,SE,210000,100,M,Data Scientist,FT,US,US,0
2022,SE,150000,100,M,Data Scientist,FT,US,US,0
2022,SE,150000,100,M,Machine Learning Engineer,FT,US,US,0
2022,SE,210000,100,M,Data Engineer,FT,US,US,0
2022,SE,130000,100,M,Data Engineer,FT,US,US,0
2022,SE,182750,100,M,Data Scientist,FT,US,US,0
2022,SE,161500,100,M,Data Scientist,FT,US,US,0
2022,MI,102640,100,M,Data Analyst,FT,US,US,0
2022,MI,66100,100,M,Data Analyst,FT,US,US,0
2022,SE,210000,100,M,Research Scientist,FT,US,US,0
2022,SE,150000,100,M,Research Scientist,FT,US,US,0
2022,SE,198800,0,M,Data Engineer,FT,US,US,0
2022,SE,122600,0,M,Data Engineer,FT,US,US,0
2022,MI,130000,100,M,Data Engineer,FT,US,US,0
2022,MI,80000,100,M,Data Engineer,FT,US,US,0
2022,SE,136000,100,M,Data Scientist,FT,US,US,0
2022,SE,104000,100,M,Data Scientist,FT,US,US,0
2022,SE,150000,100,M,Data Analyst,FT,US,US,0
2022,SE,100000,100,M,Data Analyst,FT,US,US,0
2022,EX,159000,100,M,Data Scientist,FT,US,US,0
2022,EX,130000,100,M,Data Scientist,FT,US,US,0
2022,SE,215000,100,M,Data Engineer,FT,US,US,0
2022,SE,150000,100,M,Data Engineer,FT,US,US,0
2022,MI,187000,100,M,Data Engineer,FT,US,US,0
2022,MI,153000,100,M,Data Engineer,FT,US,US,0
2022,SE,255000,100,M,Machine Learning Engineer,FT,MX,MX,1
2022,SE,185000,100,M,Machine Learning Engineer,FT,MX,MX,1
2022,MI,430967,0,M,Data Analyst,FT,GB,GB,0
2022,MI,55410,0,M,Data Analyst,FT,GB,GB,1
2022,SE,50432,0,M,Data Analyst,FT,ES,ES,1
2022,SE,39925,0,M,Data Analyst,FT,ES,ES,1
2022,SE,169000,0,M,Data Analyst,FT,US,US,0
2022,SE,110600,0,M,Data Analyst,FT,US,US,0
2022,EN,60938,0,L,Business Data Analyst,FT,DE,DE,1
2022,SE,140000,100,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2022,SE,120000,100,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2022,SE,10000,50,S,Machine Learning Research Engineer,FT,AL,CA,1
2022,EN,50000,50,L,Data Analyst,FT,US,US,1
2022,MI,134000,100,M,Machine Learning Research Engineer,FT,US,US,0
2022,MI,124000,100,M,Machine Learning Research Engineer,FT,US,US,0
2022,SE,166700,0,M,Data Analyst,FT,US,US,0
2022,SE,119000,0,M,Data Analyst,FT,US,US,0
2022,EN,124234,0,M,Data Scientist,FT,US,US,0
2022,EN,74540,0,M,Data Scientist,FT,US,US,0
2022,MI,100000,100,M,Data Analyst,FT,US,US,0
2022,MI,65000,100,M,Data Analyst,FT,US,US,0
2021,MI,16904,50,L,Data Analyst,FT,IN,IN,1
